name,ph_seq,ph_dur
4_yj_8,SP uo v j i an sh ei h u ei i ou z en i ang d e d u ei b ai SP AP SP,0.1 0.4275 0.2225 0.11 0.03 0.15 0.18 0.52 0.15 0.01 0.01 0.02 0.5 0.14 0.28 0.02 0.24 0.14 0.18 0.16 0.01 0.5 0.15 0.685 0.08 0.34881 0.422608
4_htdst_26,zh i n eng ch ong b o h SP uai j i ou SP,0.13 0.2975 0.0725 0.23 0.17 0.33 0.04 0.22 0.025 0.065 0.5 0.13 0.04 0.51 0.626511
4_hjbj_22,SP z ai j ie j i ao d e k a f ei d i an SP,0.141769 0.18 0.28 0.14 0.25 0.26 0.01 0.13 0.16 0.38 0.24 0.37 0.23 0.23 0.15 0.07 1.42 0.30656
4_jd_23,SP sh uo SP i ao i q i SP AP z ou d ao SP AP SP z u ei AP h ou SP AP SP,0.343696 0.19 0.405 0.065 0.01 0.01 0.2 0.32 0.74 0.1 0.35 0.13 0.17 0.13 0.965 0.09 0.305 0.06 0.17 0.01 0.4 0.17 0.05 2.31 0.375 0.425 0.06994
4_htdst_13,x in t eng n i sh i k e AP h u ei t ong d e sh i t ou SP AP,0.23 0.7175 0.0925 0.62 0.17 0.61 0.4 0.01 0.11 0.38 0.26 0.14 0.01 0.27 0.09 0.35 0.05 0.59 0.28 0.17 0.09 0.97 0.16 0.21925
4_nbzdds_28,SP uo f ei x ing SP AP SP,0.686077 0.02 0.19 0.47 0.22 0.545 0.12 0.23 0.04481
4_slsz_31,SP b u sh i n i AP x i ang k an j i an d e uo AP SP,0.229274 0.08 0.16 0.2 0.2875 0.1025 0.465 0.205 0.17 0.01 0.86 0.13 0.67 0.32 0.01 0.02 0.12 0.69 2.56 0.34719 0.338209
4_wzqad_25,g uan x in q ve z en m e n eng sh uo d uan AP j i ou d uan SP,0.1 0.29 0.17 0.2575 0.1725 0.25 0.18 0.21 0.17 0.28 0.13 0.21 0.2 0.33 0.17 1.895 0.375 0.43 0.01 0.02 0.13 2.065 0.38387
4_wzdssl_16,r en sh i b u k uai l e SP AP,0.11 0.23 0.19 0.2775 0.1325 0.22 0.2 0.32 0.09 0.8 0.32 0.38406
4_htdst_1,SP uo m en d a x i ao zh e i q i SP h u ei t ou SP,0.530748 0.1375 0.0925 0.1675 0.0825 0.91 0.39 0.01 0.08 0.17 0.3 0.16 0.25 0.485 0.345 0.18 0.02 0.23 0.19 0.615 0.26631
4_jd_42,SP i q i an d e SP i j v h ua,0.09 0.28 0.5575 0.0125 0.02 0.13 0.39 0.11 0.27 0.23 0.27 0.19 0.37575
4_ycjh_21,SP x i ang i ong n i SP AP r u uo h uai b ao SP AP SP,0.1922 0.4675 0.0125 0.01 0.02 0.2775 0.1425 0.5 0.11 0.29 0.13 0.35 0.47 0.2 0.61 0.1 0.83 0.295 0.43275 0.331633
4_nn_13,n i z i j i q ve b u zh i d ao AP,0.08 0.18 0.16 0.1275 0.1225 0.13 0.16 0.17 0.12 0.19 0.11 0.19 0.07 0.61 0.45931
4_dance_36,SP b u van m i an d u ei d e b u d ong SP AP SP,0.322358 0.1 0.28 0.3675 0.1125 0.02 0.3 0.07 0.01 0.32 0.04 0.27 0.13 0.28 0.09 0.775 0.27 0.48919 0.243039
4_zgz_20,SP h ai z i m en u ei n i ch ang g e SP AP SP,0.371497 0.14 0.28 0.16 0.3475 0.0425 0.57 0.01 0.02 0.1 0.38 0.48 0.03 0.11 0.565 0.24 0.33 0.07275
4_zgz_24,d uo m e m i ao x i ao i g e uo SP AP,0.1 0.29 0.11 0.28 0.4 0.01 0.02 0.54 0.01 0.01 0.15 0.13 0.45 0.46 0.075 0.26225
4_yyzbs_19,sh i n i i u f an g u SP,0.09 0.1075 0.0925 0.01 0.95 0.02 0.15 0.31 0.06 0.32306 0.143129
4_nn_51,SP uo ie x i u ang b i an g eng h SP,0.272608 0.4375 0.0125 0.19 0.2375 0.0225 0.18 0.1 0.08 0.4475 0.0725 0.34 0.095 1.7485
4_nn_17,SP d a c ong x in l i n uan n uan d e SP,0.261633 0.1 0.17 0.13 0.14 0.14 0.1575 0.1125 0.17 0.1 0.16 0.13 0.25 0.06 0.22 0.567034
4_htdst_36,SP r ang SP uo t SP,0.11932 0.2 1.395 0.445 2.12 0.09 0.63955
4_yhys_0,SP SP r i ch u i ou r i l uo SP AP sh en ch u z ai sh en ch u SP AP SP,0.371757 0.045 0.12 0.1775 0.2025 0.62 0.01 0.02 0.18 0.24 0.12 1.01 0.23 0.36 0.19 0.26 0.17 0.26 0.15 0.31 0.16 0.23 0.21 0.715 0.345 0.33 0.345307
4_ckyg_7,k e m ei i ou m eng x i ang AP h e b i van f ang SP AP SP,0.16 0.07 0.14 0.5375 0.0125 0.04 0.1 0.47 0.92 0.01 0.145 0.305 0.2 0.32 0.15 0.46 0.3 0.16 2.015 0.225 0.48144 0.189274
4_dance_5,SP q ing q ing r ou r ou d e c ai SP AP,0.463923 0.15 0.22 0.16 0.14 0.19 0.28 0.12 0.61 0.13 0.57 0.21 0.56 0.08 0.43456
4_zgz_19,SP n i sh i x ia ie d e SP ing h uo SP AP SP,0.370181 0.03 0.28 0.3075 0.0425 0.2 0.68 0.02 0.14 0.16 0.11 0.28 0.22 0.4 0.075 0.23619 0.453673
4_ckyg_17,s uo i ou d e m i an m u SP AP SP uo d ou b u k ang j v SP AP,0.18 0.8075 0.0125 0.01 0.07 0.15 0.13 0.01 0.27 0.16 0.72 0.1 0.265 0.065 0.06 0.17 0.39 0.06 0.15 0.14 0.48 0.11 2.04 0.245 0.12456
4_ycjh_27,SP i sh u ang i an j ing zh u ei zh e n i l uan p SP ao AP,0.497188 0.23 0.15 0.01 1.25 0.01 0.02 0.1 0.27 0.11 0.05 0.55 0.1 0.57 0.14 0.49 0.16 0.31 0.28 0.1 0.34 0.3325
4_ckyg_15,z u ei u en r ou d e SP AP SP ve g u ang SP,0.16 0.01 0.3375 0.0125 0.02 0.35 0.76 0.17 0.93 0.355 0.325 0.2 0.32 0.11 0.01 2.235 0.881733
4_dance_34,SP t i an m ei d e sh ang h ai SP AP SP AP,0.394104 0.13 0.02 0.1575 0.2125 0.3 0.06 0.16 0.21 2.59 0.15 1.09 0.29 0.435 0.045 0.1415
4_dance_3,r ang r en SP h ao b u AP SP t eng ai SP AP,0.12 0.55 0.2 0.62 0.04 0.1 0.29 0.14 0.58 0.165 0.385 0.04 0.35 0.675 0.23 0.48413
4_yyzbs_11,SP sh i x i ao zh e v n i f en k ai SP,0.425578 0.2 0.0775 0.2025 0.01 0.2875 0.0625 0.19 0.39 0.11 0.21 0.18 0.26 0.12 0.231 0.411791
4_dance_38,b u zh i d ao m i an q i an d e n i sh i f ou SP i r an SP ai SP,0.13 0.24 0.12 0.3375 0.0525 0.28 0.12 0.01 0.26 0.13 0.01 0.32 0.04 0.28 0.12 0.21 0.23 0.17 0.42 0.03 0.1 0.22 0.13 0.25 0.07 2.2 0.23063
4_ckyg_2,SP uo h u ei i zh i x i ang n i SP AP SP u ang j i l e h u x i SP,0.410975 0.1175 0.1325 0.01 0.1575 0.5525 0.23 0.41 0.42 0.01 0.07 0.15 0.63 0.43 0.27 0.59 0.01 0.02 0.15 0.25 0.16 0.24 0.21 0.14 0.25 0.55 0.7984
4_wzqad_30,SP uo z u ei q in ai d e SP AP n i g uo d e z en m e i ang AP SP,0.231746 0.2975 0.31 0.0125 0.02 0.23 0.15 0.28 0.09 0.54 0.135 0.3175 0.1175 0.13 0.08 0.16 0.05 0.25 0.16 0.31 0.11 0.26 0.02 2.3 0.35025 0.455488
4_yhys_12,SP ve er m ing f eng er q ing AP,0.337302 0.1675 1.2825 0.19 1.39 0.19 1.1 0.27 0.21 0.325 0.35781
4_yyzbs_5,b u i ong k ai SP k ou SP AP SP ie j i ou u x v SP AP SP d uo c ang SP AP SP,0.11 0.5175 0.0125 0.03 0.2 0.55 0.05 0.19 0.655 0.38 0.25 0.135 0.25 0.16 0.03 0.15 0.63 0.31 0.685 0.375 0.195 0.345 0.08 0.22 0.25 1.775 0.23 0.285 0.670213
4_slsz_27,SP h ai i ou sh ei n eng l ai j i ao uo ai SP AP SP,0.291633 0.13 0.5375 0.0125 0.04 0.19 0.24 0.13 0.25 0.12 0.23 0.37 0.01 0.01 0.7225 1.8575 0.425 0.39069 0.158299
4_jd_8,SP uo m en d ou u ang l e SP AP SP,0.18 0.2075 0.0825 0.16 0.09 0.43 0.01 0.02 0.32 0.64 0.49 0.28 0.08538
4_trhxn_12,SP uo m en x i ang i sh ou z u ei m ei l i d e g e q v SP AP SP,0.1 0.3375 0.1425 0.61 0.61 0.01 0.01 0.13 0.13 0.1 0.35 0.01 0.02 0.16 0.14 0.07 0.11 0.11 0.26 0.16 0.25 0.23 0.65 0.405 0.205 0.1235
4_nbzdds_40,SP s u ei l uo m an d e SP AP,0.110998 0.8175 0.0125 0.02 0.12 0.12 0.17 0.6 0.06 0.455 0.105 0.28319
4_trhxn_7,SP zh i sh eng i an l ei SP AP h ai SP p i an b u g uo z i j i SP AP,0.204036 0.11 0.24 0.18 0.55 0.01 0.02 0.28 0.735 0.245 0.34 0.13 0.125 0.065 0.34 0.01 0.02 0.14 0.23 0.16 0.27 0.16 0.27 0.15 1.46 0.285 0.60356
4_ckyg_5,SP s uo i ou d e m i an m u SP AP SP uo SP d ou b u k ang j v SP AP SP,0.243379 0.2 0.7675 0.0125 0.02 0.07 0.13 0.14 0.02 0.28 0.12 0.72 0.1 0.25 0.1 0.12 0.05 0.08 0.33 0.1 0.14 0.17 0.45 0.12 1.585 0.425 0.35 0.513657
4_jd_35,SP k an j i an l e AP b u t ong d e t i an k ong AP SP,0.243787 0.16 0.14 0.12 0.03 0.1675 0.2825 0.64 0.5 0.09 0.13 0.11 0.16 0.09 0.31 0.19 0.02 0.33 0.15 0.475 0.36325 0.146417
4_nbzdds_7,SP h ai t ing j i an h u x i SP AP SP,0.252132 0.11 0.18 0.15 0.21 0.13 0.05 0.47 0.18 0.21 0.23 0.605 0.335 0.345 0.25481
4_dance_20,SP f an l an h e sh u ei j i ang uo ch ong x i ang n i d e x in t ou AP,0.126939 0.17 0.3175 0.0525 0.2475 0.1225 0.27 0.14 0.01 0.23 0.68 0.01 0.01 0.0575 0.1625 0.25 0.2 0.01 0.16 0.15 0.24 0.07 0.26 0.18 0.25 0.14 0.325 0.37019
4_jd_22,SP uo h e n i sh ou q i an sh ou SP,0.179909 0.3675 0.2025 0.33 0.16 0.31 0.19 0.31 0.22 0.04 0.26 0.18 0.33219 0.272154
4_wzqad_15,ai g uo n i j i ou b u SP p a g u d an SP,0.4675 0.0725 0.3475 0.1125 0.24 0.18 0.03 0.23 0.15 0.23 0.13 0.29 0.01 0.17 0.18 0.12 1.245 0.677927
4_nn_2,x i ao h uo ch e SP AP SP b ai d ong d e x van l v SP,0.17 0.01 0.1475 0.1325 0.13 0.19 0.37 0.125 0.17 0.085 0.08 0.19 0.12 0.46 0.07 0.14 0.17 0.25 0.05 0.835 0.557863
4_syst_42,b ie g uai uo t an x in AP zh i sh i b u van x ing AP,0.15 0.11 0.13 0.2175 0.1225 0.18 0.27 0.22 0.415 0.225 0.12 0.07 0.26 0.02 0.12 0.2 0.34 0.23 0.395 0.2685
4_nbzdds_29,SP d ang n i zh u ei l uo zh i j i SP AP SP,0.36424 0.08 0.19 0.15 0.2 0.74 0.01 0.02 0.1 0.26 0.16 0.54 0.15 0.51 0.08 0.26981 0.202789
4_ycjh_23,SP x ia i m i ao zh uan sh en j i ou n eng h e h ao SP AP SP,0.133333 0.15 0.3575 0.2025 0.13 0.02 0.27 0.08 0.21 0.15 0.25 0.32 0.01 0.02 0.13 0.55 0.16 0.53 0.15 1.0 0.24 0.45 0.442208
4_nn_36,d a c ong x in l i n uan n uan d e AP,0.08 0.17 0.13 0.14 0.16 0.1375 0.1125 0.16 0.11 0.14 0.13 0.26 0.05 0.24 0.27881
4_nn_15,SP b u i ao q i ou h u ei b ao AP SP,0.300204 0.12 0.6275 0.0125 0.05 0.25 0.01 0.05 0.5 0.01 0.02 0.14 0.225 0.307 0.240794
4_wzdssl_25,SP in ve j ing zh i l e SP AP,0.12 0.3475 0.3025 0.16 0.27 0.13 0.31 0.08 0.615 0.29 0.46331
4_zgz_6,n i sh i i ao van d e x ing h e SP AP,0.1 0.28 0.4675 0.0125 0.01 0.01 0.87 0.06 0.11 0.2 0.29 0.22 0.4 0.07 0.24369
4_wzqad_5,SP ai g uo n i j i ou b u SP p a g u d an SP AP SP,0.241565 0.4775 0.0925 0.3375 0.1225 0.23 0.2 0.03 0.21 0.15 0.23 0.12 0.28 0.01 0.17 0.17 0.15 0.825 0.235 0.405 0.273671
4_syst_43,SP in u ei n i zh i u ei n i van h e uo i q i AP,0.09 0.3575 0.0125 0.02 0.12 0.3 0.19 0.37 0.01 0.02 0.11 0.39 0.22 0.13 0.16 0.3 0.28 0.24 0.19 0.22844
4_nn_18,n i b i z i j i g eng zh ong i ao SP AP SP,0.11 0.16 0.13 0.12 0.2 0.0775 0.1725 0.13 0.13 0.46 0.12 0.48 0.01 1.44 0.61 0.294 0.309184
4_yyzbs_1,SP zh ao b u l i ang n i SP g uo u ang SP,0.489773 0.15 0.21 0.1 0.25 0.33 0.01 0.01 0.11 0.85 0.41 0.1 0.61 0.01 0.53 0.621278
4_jd_16,sh ei h ai j i d e sh i sh ei x i an sh uo AP SP,0.28 0.35 0.17 0.32 0.16 0.43 0.07 0.11 0.3 0.26 0.19 0.33 0.5 0.01 0.04 0.22 0.47 0.34112 0.314535
4_jd_3,sh i uo m en SP AP SP i h ou d e sh ang k ou SP AP SP,0.2 0.1675 0.1825 0.15 0.865 0.115 0.465 0.085 0.12 0.13 0.13 0.13 0.34 0.18 0.38 0.19 0.42 0.08 0.36044 0.396712
4_htdst_8,SP zh i n eng ch ong b o h SP uai j i ou SP,0.199955 0.14 0.2675 0.0925 0.23 0.16 0.3 0.09 0.2 0.02 0.06 0.38 0.13 0.03 0.555 0.36363
4_hjbj_0,SP SP uo l ai d ao SP n i d e ch eng sh i SP,0.57 0.0675 0.9025 0.19 0.32 0.11 0.89 0.44 0.13 0.39 0.11 0.28 0.19 0.23 0.66 0.34 0.26369
4_ckyg_19,k e m ei i ou m eng x i ang SP AP h e b i van f ang SP AP SP,0.15 0.07 0.14 0.5475 0.0125 0.02 0.15 0.47 0.88 0.01 0.115 0.085 0.27 0.21 0.28 0.16 0.47 0.35 0.15 2.365 0.095 0.40719 0.448413
4_htdst_34,SP j ve j i ang d e b i ao q ing l i SP AP sh an g uo l e SP sh i l uo SP,0.309252 0.16 0.27 0.13 0.01 0.3275 0.0525 0.71 0.08 0.01 0.2275 0.1525 0.3 0.11 0.605 0.095 0.25 0.17 0.34 0.04 0.27 0.12 0.505 0.095 0.44 0.01 0.14 0.39 0.403612
4_ckyg_20,SP uo SP i zh i d ou z ai l i ou l ang SP,0.07 0.125 0.155 0.3 0.16 0.33 0.14 0.34 0.13 0.19 0.57 0.01 0.05 0.1 0.34863 0.439206
4_ycjh_12,SP z ai z i i ou z i z ai d e k ong q i l i ch ao ch ao n ao n ao AP SP,0.368685 0.13 0.22 0.15 0.3175 0.0125 0.25 0.14 0.21 0.12 0.27 0.08 0.18 0.19 0.19 0.19 0.21 0.09 0.18 0.19 0.19 0.15 0.22 0.11 0.23 0.11 0.5 0.41775 0.333039
4_wzqad_12,x i ang q i n i d e m u i ang SP i ou sh en m e c uo SP AP SP,0.2775 0.0125 0.05 0.16 0.07 0.11 0.14 0.12 0.16 0.19 0.36 0.02 0.865 0.435 0.02 0.12 0.16 0.26 0.3 1.33 0.23 0.735 0.32 0.21919 0.135556
4_sh_21,d an uo j ing r an i ou x ie b u AP x i g uan SP AP SP,0.09 0.4275 0.36 0.1525 0.36 0.1 0.22 0.01 0.53 0.19 0.34 0.14 0.44 0.34 0.2 0.3 0.14 1.47 0.305 0.40981 0.204308
4_yj_2,SP uo x i ang uo d eng uo q i d ai SP,0.465601 0.1475 1.0625 0.01 0.01 0.24 0.14 1.11 0.05 0.24 0.44 0.13 0.665 0.42481
4_sh_22,SP uo m ei i ou sh uo h u ang SP AP SP uo h e b i sh uo h u ang SP AP SP,0.06 0.4275 0.1025 0.67 0.01 0.06 0.24 0.62 0.24 0.02 0.7 0.17 0.435 0.115 0.32 0.18 0.37 0.11 0.26 0.24 0.6 0.25 0.01 0.71 0.17 0.47975 0.386168
4_ckyg_13,SP j i m o AP zh u ch eng i d ao u ei q i ang SP,0.257551 0.1 0.16 0.1 0.21 0.32 0.1 0.31 0.19 0.38 0.2 0.13 0.77 0.01 0.03 0.15 0.01 0.175 0.372044
4_syst_44,k an vn d an f eng q SP,0.21 0.6375 0.0325 0.09 0.2 0.26 0.33 1.225 0.14975
4_nn_27,SP sh en m e k u en n an d ou j ve d e i ou x i u ang SP AP SP,0.28195 0.16 0.1 0.16 0.16 0.2075 0.0225 0.4 0.07 0.45 0.11 0.2 0.13 0.03 0.06 0.27 0.01 0.02 0.17 0.23 0.01 1.05 0.085 0.255 0.05181
4_nbzdds_5,SP d ang n i zh u ei l uo zh i j i SP AP SP,0.155397 0.13 0.2 0.15 0.18 0.16 0.04 0.58 0.06 0.27 0.17 0.49 0.17 0.53 0.075 0.278 0.422698
4_htdst_4,x i ang q i l ai SP AP SP z en m e x i ang m eng SP AP SP,0.4075 0.0125 0.05 0.18 0.2075 0.1525 0.67 0.395 0.175 0.12 0.12 0.19 0.2 0.2 0.2 0.01 0.49 0.05 0.835 0.38 0.235 0.388549
4_ycjh_2,SP x i ang i ong n i SP AP SP r u uo h uai b ao SP,0.404104 0.4475 0.0125 0.01 0.01 0.3375 0.0725 0.5 0.155 0.18 0.065 0.11 0.81 0.03 0.22 0.58 0.14 0.76 0.34331
4_wzdssl_19,SP n i i ao sh uo h ua l e SP AP SP,0.130612 0.15 0.4675 0.0125 0.1875 0.1625 0.21 0.17 0.36 0.08 0.83 0.285 0.42975 0.491134
4_syst_41,SP h ao d e h uai d e AP d ou sh i f eng j ing SP AP,0.313333 0.12 0.11 0.09 0.13 0.15 0.1775 0.0525 0.41 0.28 0.07 0.1 0.25 0.01 0.18 0.32 0.13 0.9 0.09 0.35425
4_syst_24,z ong r an sh i m eng a SP b an x ing zh e SP AP SP,0.14 0.16 0.06 0.12 0.18 0.3175 0.1325 0.5 0.46 0.51 0.07 0.3 0.19 0.36 0.1 0.475 0.08 0.28006 0.371519
4_zgz_15,l i an i an l ei d ou j ve d e z i i ou AP SP,0.11 0.02 0.4875 0.0125 0.02 0.25 0.26 0.14 0.28 0.11 0.17 0.1 0.24 0.54 0.01 0.02 0.25 0.25406 0.395329
4_yyzbs_8,SP p ei b an uo h u x i j ve d ing uo u ei x i ao AP SP m u i ang SP AP SP,0.579002 0.03 0.03 0.14 0.4075 0.0925 0.18 0.21 0.24 0.16 0.18 0.27 0.13 0.31 0.42 0.02 0.13 0.75 0.01 0.075 0.28 0.075 0.08 0.41 0.02 0.59 0.335 0.53 0.06694
4_syst_27,sh i j i an sh i r ang r en c u b u j i f ang d e d ong x i AP,0.18 0.12 0.12 0.07 0.05 0.16 0.0675 0.1125 0.17 0.09 0.13 0.18 0.11 0.12 0.11 0.16 0.31 0.16 0.39 0.08 0.19 0.07 0.36 0.2 0.16 0.23994
4_nbzdds_13,SP f ang r en n i k u q i AP,0.486259 0.15 0.2675 0.1325 0.2975 0.3125 0.46 0.2 0.5 0.23 0.22 0.3415
4_yj_23,SP uo SP v j i an n i sh i z u ei m ei l i d e SP AP SP i uai SP AP SP,0.06 0.235 0.135 0.2 0.11 0.13 0.02 0.18 0.47 0.38 0.03 0.27 0.01 0.02 0.17 0.26 0.1 0.16 0.14 0.255 0.08 0.13 0.175 0.47 0.95 0.09 0.225 0.428485
4_yj_4,SP in t i an b ang uan ch e ch u ang uai SP AP SP,0.15 0.22 0.19 0.02 0.9 0.12 0.37 0.77 0.17 0.21 0.7 0.01 0.01 0.62 0.28 0.555 0.184995
4_slsz_5,SP uo i ong l i SP zh ang k ai sh u ang sh ou SP AP,0.268821 1.11 0.01 0.53 0.21 0.89 0.04 0.13 0.3 0.14 0.19 0.17 0.01 0.24 0.16 0.29 0.075 0.30769
4_dance_25,SP ing g ai j i ou sh i x i an z ai SP AP SP,0.262789 0.6675 0.0825 0.6 0.31 0.01 0.13 0.17 0.48 0.23 0.01 0.66 0.08 0.985 0.09 0.38 0.077
4_slsz_8,SP uo b u sh i i d ing i ao n i h u ei l ai SP AP,0.236213 0.39 0.09 0.26 0.18 0.24 0.28 0.17 0.61 0.01 0.02 0.09 0.2 0.18 0.02 0.29 0.53 0.51 0.355 0.25513
4_jd_11,SP i ou i t i an d ou h u ei t ing d e SP AP SP,0.715442 0.01 0.01 0.12 0.16 0.02 0.1 0.12 0.28 0.15 0.02 0.225 0.185 0.22 0.06 0.795 0.335 0.32 0.05625
4_jd_12,SP r ang sh i j i an sh uo zh en h ua SP AP SP,0.295646 0.09 0.16 0.2275 0.0325 0.11 0.06 0.05 0.21 0.31 0.14 0.29 0.2 1.125 0.245 0.41881 0.214512
4_wzdssl_4,SP r en sh i u l i ao l e SP,0.455986 0.08 0.28 0.19 0.3175 0.3825 0.4 0.01 0.02 0.11 0.375 0.366
4_jd_0,sh ei h ai j i d e sh i sh ei x i an sh uo SP AP,0.47 0.5 0.15 0.36 0.17 0.4 0.06 0.14 0.69 0.04 0.16 0.28 0.46 0.01 0.03 0.19 0.39 0.08 0.29625
4_sh_23,ai i g e r en SP AP m ei ai d ao n an d ao j i ou h u ei AP z en m e i ang SP,0.5075 0.3725 0.11 0.32 0.15 0.43 0.125 0.255 0.15 0.3275 0.4525 0.08 0.34 0.13 0.4 0.08 0.17 0.13 0.05 0.24 0.16 0.01 0.24 0.25 0.17 0.44 0.25 0.48 0.02 0.33 0.33006
4_sh_20,SP sh i h en g an x ie j in uan d e x i ang b an SP AP SP,0.300136 0.2 0.2975 0.1625 0.39 0.06 0.31 0.17 0.31 0.17 0.41 0.25 0.05 0.23 0.24 0.01 0.34 0.09 0.59 0.09 0.385 0.211923
4_jd_5,SP d ang ch u n ei x ie u en r ou SP AP,0.139546 0.1 0.3075 0.1925 0.2575 0.1225 0.31 0.18 0.53 0.01 0.02 0.42 0.67 0.21 0.71031
4_dance_22,s uo i z an sh i j i ang n i i an j ing b i l e q i l ai SP AP SP,0.27 0.3875 0.2725 0.13 0.27 0.17 0.18 0.42 0.01 0.01 0.11 0.62 0.01 0.02 0.15 0.25 0.11 0.27 0.09 0.56 0.24 0.62 0.18 0.585 0.09 0.29088 0.384263
4_syst_31,SP s u ei ve sh i i ch ang i ou q v u h u ei d e l v x ing AP SP,0.29381 0.14 0.01 0.1275 0.1525 0.17 0.1275 0.1625 0.3 0.17 0.01 0.02 0.17 0.5 0.06 0.17 0.02 0.36 0.09 0.22 0.08 0.31 0.19 0.19 0.24388 0.262245
4_nn_35,ai i g e r en x i u ang t a g uo g eng h ao AP,0.5375 0.2625 0.11 0.19 0.15 0.38 0.18 0.19 0.01 0.23 0.12 0.48 0.11 0.15 0.11 0.15 0.15 0.59 0.35825
4_sh_2,k e n eng uo l ang d ang SP AP SP r ang r en j ia b u an SP AP,0.22 0.31 0.14 0.42 0.9 0.05 0.33 0.13 0.725 0.22 0.29 0.065 0.11 0.25 0.22 0.32 0.15 0.79 0.16 0.5 0.715 0.15 0.40475
4_wzqad_20,s u ei r an l i k ai l e n i d e sh i j i an SP b i,0.4375 0.0125 0.03 0.19 0.25 0.17 0.07 0.18 0.37 0.19 0.22 0.21 0.31 0.07 0.06 0.57 0.02 0.14 0.05 1.0 0.36 0.08 0.32738
4_ycjh_11,z ai i ang g u ang c an l an d e r i z i l i k ai h uai d a x i ao SP AP SP,0.16 0.2975 0.0225 0.3375 0.0425 0.01 0.2 0.17 0.28 0.05 0.29 0.07 0.22 0.17 0.19 0.14 0.24 0.1 0.17 0.18 0.18 0.16 0.25 0.08 0.24 0.64 0.01 0.065 0.185 0.4925 0.226463
4_nn_8,SP sh ai g uo t ai i ang sh u x i d e an q van g an SP AP SP,0.193946 0.15 0.16 0.11 0.13 0.2 0.44 0.02 0.48 0.17 0.16 0.14 0.04 0.06 0.12 0.18 0.14 0.22 0.07 0.93 0.1 0.20606 0.339206
4_dance_12,x i ang t ing j i an n i d e uan l i ou SP AP,0.2075 0.0125 0.14 0.11 0.3 0.08 0.05 0.28 0.07 0.3 0.06 0.37 0.36 0.54 0.01 0.105 0.26 0.52987
4_wzqad_3,uo b i an d e g eng j ia j i an q i ang SP AP,0.08 0.13 0.1 0.2875 0.0525 0.31 0.15 0.3 0.12 0.27 0.25 0.01 0.05 0.75 0.01 0.125 0.345 0.51456
4_dance_6,j i ang m ei l i d e h u ei i m an m an zh ong l ai SP AP,0.4275 0.0125 0.01 0.06 0.2875 0.0925 0.24 0.07 0.24 0.28 0.01 0.19 0.32 0.14 0.16 0.22 0.23 0.18 0.3 0.06 0.975 0.27 0.54238
4_sh_11,q ing b ie i u ei n i i ou d uo n an u ang SP AP SP,0.16 0.3775 0.0625 0.35 0.5 0.02 0.4475 0.1125 0.57 0.01 0.07 0.06 0.31 0.14 0.47 0.02 0.565 0.09 0.309 0.299297
4_jd_29,SP ie x v n i ie b u d ong SP AP SP,0.522971 0.2975 0.2425 0.25 0.22 0.58 0.02 0.16 0.34 0.13 0.765 0.36 0.265 0.528453
4_yyzbs_0,SP uo b u x i an m u SP t ai i ang SP,0.2475 0.2 0.0625 0.19 0.2 0.01 0.29 0.07 0.79 0.41 0.18 0.3 0.02 0.8 0.36319
4_jd_9,SP zh e t i ao l u z ou l e d uo j i ou SP AP SP,0.37941 0.17 0.13 0.16 0.01 0.1975 0.0625 0.13 0.17 0.42 0.08 0.32 0.16 0.32 0.2 0.03 0.335 0.245 0.31981 0.310023
4_dance_2,SP p ing j ing l i an k ong ing zh e SP b in f en s e c ai SP AP SP,0.15 0.03 0.31 0.09 0.2875 0.0725 0.02 0.24 0.13 0.39 0.3 0.1 0.39 0.33 0.09 0.56 0.18 0.56 0.21 0.57 0.19 0.55 0.115 0.358 0.180952
4_ycjh_18,SP s u ei SP n i t i ao SP AP,0.290975 0.19 0.01 0.49 0.07 0.15 0.19 0.25 0.01 1.425 0.315 0.33656
4_hjbj_13,k an k an n i z u ei j in g ai b i an SP,0.21 0.26 0.14 0.19 0.22 0.25 0.17 0.01 0.435 0.195 0.46 0.12 0.24 0.16 0.01 1.405 0.23869
4_slsz_19,SP ve i h an m ei i ou n i f en x AP SP i ang uo d e g an d ong SP AP SP,0.484989 0.3775 0.6325 0.16 0.16 0.22 1.01 0.01 0.02 0.1 0.19 0.17 0.56 0.54 0.305 0.085 0.01 0.01 0.61 0.13 0.23 0.15 0.28 0.13 1.755 0.27 0.45606 0.319705
4_yj_22,SP uo k an zh e l u m eng d e r u k ou i ou d i an SP zh ai SP AP,0.08 0.2475 0.1225 0.28 0.06 0.25 0.09 0.48 0.13 0.3 0.05 0.29 0.03 0.24 0.12 0.27 0.02 0.27 0.09 0.05 0.38 0.05 0.36 0.52 0.1 0.36775
4_slsz_28,SP uo b u sh i i d ing i ao n i h u ei l ai SP,0.247392 0.3225 0.0975 0.28 0.22 0.21 0.26 0.17 0.58 0.01 0.02 0.1 0.19 0.19 0.02 0.28 0.12 0.89 0.4315
4_syst_3,SP sh eng x ia l e sh en m e SP AP,0.325828 0.19 0.3 0.19 0.34 0.09 0.28 0.24 0.1 0.38 0.75 0.35 0.34269
4_wzqad_29,r ang uo q in i q in SP x i ang q in r en i i ang SP,0.13 0.3775 0.34 0.2025 0.25 0.22 0.22 0.345 0.245 0.19 0.01 0.03 0.19 0.36 0.2 0.61 0.3475 0.0125 1.345 0.60801
