name,ph_seq,ph_dur
36_qssymm_7,SP sh i j ie zh i z ai n i i an zh ong SP AP,0.468594 0.13 0.2275 0.1325 0.15 0.11 0.0875 0.1525 0.21 0.11 0.36 0.01 0.29 0.24 0.46 0.095 0.25363
36_la_19,SP uo i g e r en l an SP AP,0.569433 0.1475 0.2725 0.21 0.35 0.12 0.31 0.12 0.53 0.075 0.43212
36_yd_8,SP n i uo SP ve d ing AP n an g uo d e u ang sh i b u x v SP t i SP AP SP,0.494014 0.21 0.3275 0.2425 0.09 0.35 0.15 0.26 0.35 0.09 0.26 0.12 0.28 0.08 0.33 0.01 0.19 0.39 0.07 0.14 0.29 0.33 0.25 0.08 0.21 0.325 0.09 0.56869 0.219342
36_ydt_8,n i d e x i ao x i ao q ing x v d u ei uo l ai sh uo SP,0.09 0.02 0.05 0.07 0.2375 0.0125 0.02 0.2175 0.0125 0.03 0.19 0.13 0.17 0.14 0.08 0.01 0.52 0.01 0.04 0.1 0.21 0.59 0.71881
36_ykndyw_32,SP r ang in ve d ai t i h ua v sh eng SP,0.172018 0.07 0.1875 0.34 0.2 0.1825 0.2175 0.1325 0.14 0.17 0.25 0.05 0.19 0.1 0.18487
36_nbzdds_39,x i ang q ing SP spn en d a v AP SP,0.08 0.01 0.1375 0.1925 0.52 0.1 0.07 0.35 0.06 0.61 0.32 0.47575 0.306463
36_qssymm_13,t i an ie u j in d e ie SP q i ong SP,0.12 0.02 0.2775 0.28 0.1025 0.18 0.22 0.08 0.27 0.29 0.09 0.23 0.01 0.285 0.766399
36_hsgddj_26,SP b a x ing z i f ang r u m ou SP,0.341315 0.1 0.08 0.22 0.1575 0.1225 0.1375 0.1825 0.18 0.14 0.38 0.32 1.0 0.43981
36_knf_16,n eng SP f ou z ao i d i an AP x i ang x in n i an sh ao d e sh i i an SP,0.11 0.105 0.125 0.02 0.06 0.17 0.2575 0.3425 0.15 0.04 0.1 0.2 0.12 0.01 0.07 0.16 0.17 0.06 0.01 0.09 0.21 0.2 0.04 0.06 0.44 0.15 0.01 0.075 0.598471
36_qssymm_3,ch e r u l i ou sh u ei m a r u l ong SP,0.22 0.01 0.01 0.3 0.1475 0.0125 0.2075 0.2525 0.01 0.39 0.12 0.2 0.06 0.01 0.29 0.05 0.65747
36_yxqc_0,SP uo SP z ong sh i q ing m i ao d an x ie g ao s u n i uo d e van u ang SP AP SP,0.2075 0.0775 0.055 0.11 0.0975 0.21 0.0125 0.22 0.12 0.21 0.01 0.02 0.09 0.09 0.18 0.11 0.14 0.08 0.2 0.18 0.06 0.26 0.09 0.13 0.47 0.03 0.01 0.255 0.085 0.29994 0.176417
36_yycy_18,SP uo n eng f ou b i an ch eng v n i AP,0.547619 0.3275 0.0525 0.21 0.21 0.26 0.13 0.02 0.18 0.2 0.28 0.29 0.32 0.16 0.33506
36_ykndyw_7,SP u x v AP SP i an v SP u j in l ang m an SP,0.293946 0.3625 0.2875 0.4 0.175 0.655 0.01 0.01 0.535 0.655 0.05 0.21 0.1 0.16 0.16 0.19 0.425 0.780617
36_ykndyw_27,SP d ang ai q i ao q i ao l ai l in d e sh i h ou SP,0.241247 0.13 0.2875 0.4925 0.24 0.01 0.105 0.165 0.01 0.26 0.04 0.26 0.11 0.23 0.05 0.08 0.75 0.01 0.2 0.285 0.95225
36_sjmhynhhxk_22,SP uo zh i t a ch eng f eng spn o l ang q v l e h ei an i t ang AP SP,0.279819 0.05 0.12 0.1075 0.1025 0.1 0.16 0.12 0.11 0.2 0.03 0.06 0.01 0.22 0.15 0.04 0.14 0.1 0.14 0.18 0.25 0.21 0.19 0.385 0.53631 0.30737
36_hsgddj_20,SP n i v t ai i ang h u ei sh ou AP,0.382608 0.19 0.3275 0.07 0.1425 0.01 0.01 0.325 0.255 0.01 0.1 0.2 0.185 0.33444
36_yycy_30,SP zh an t ai q i d i x i ang q i SP AP,0.07 0.11 0.11 0.05 0.06 0.21 0.16 0.21 0.14 0.38 0.01 0.02 0.24 0.875 0.085 0.42794
36_yd_28,SP ie sh uo h ao m ei i ou m i m i b i c i h en t ou m ing SP AP SP,0.1 0.1175 0.1825 0.1675 0.1025 0.0775 0.1125 0.31 0.02 0.28 0.16 0.22 0.12 0.2175 0.1525 0.2275 0.1825 0.2475 0.0925 0.22 0.15 0.21 0.17 1.1 0.19 0.65175 0.446599
36_wyy_46,SP uo SP sh en m e d ou SP spn i SP AP SP,0.222041 0.01 0.14 0.25 0.3875 0.0425 0.21 0.16 0.315 0.075 0.03 1.005 0.12 0.61 0.05837
36_nn_31,SP uo x i ang sh uo q i sh i n i h en h ao AP SP,0.1 0.0675 0.2025 0.01 0.1375 0.1225 0.11 0.19 0.11 0.24 0.11 0.09 0.15 0.1 0.19 0.12 0.21 0.34069 0.212744
36_ykndyw_11,c i sh i u sh eng AP SP sh eng i ou sh eng SP AP SP,0.1875 0.0125 0.5075 0.0125 0.11 0.26 0.795 0.16 0.535 0.19 0.36 0.01 0.05 0.27 0.55 0.18 0.40863 0.316349
36_yycy_5,SP uo n eng f ou b i an ch eng v n i SP,0.08 0.3375 0.0525 0.1975 0.2325 0.27 0.12 0.04 0.18 0.2 0.3 0.28 0.29 0.13 0.28538
36_yxqc_2,zh e sh i j ie z ong i ou r en z ai m ang m ang l u l u x spn b ao z ang SP AP SP,0.11 0.03 0.3675 0.0125 0.04 0.09 0.15 0.34 0.01 0.02 0.13 0.16 0.12 0.13 0.13 0.12 0.13 0.22 0.05 0.15 0.08 0.11 0.18 0.15 0.07 0.09 0.17 0.125 0.11 0.44531 0.171859
36_mtnh_10,SP m ing t i an n i h ao SP h an zh e l ei u ei x i ao SP,0.384921 0.19 0.1375 0.1425 0.02 0.2375 0.0625 0.43 0.2 0.525 0.595 0.08 0.2 0.11 0.26 0.08 0.25 0.02 0.1575 0.2325 0.01 0.5 0.7845
36_ydt_30,n i j i ou zh e i ang ch u ang j in uo d e x in uo SP AP SP,0.08 0.02 0.06 0.03 0.0375 0.1225 0.2075 0.0125 0.2075 0.1425 0.01 0.19 0.09 0.27 0.27 0.03 0.1 0.21 0.26 1.35 0.085 0.37137 0.414558
36_nn_1,n i sh uo d e SP uo d ou spn i q v SP,0.09 0.04 0.2 0.18 0.1 0.21 0.4 0.17 0.11 0.21 0.31 0.14 0.24 0.36319 0.300408
36_wyy_36,SP t ing l i ou z ai n i SP AP h spn l i SP AP,0.314331 0.16 0.1875 0.0325 0.02 0.2675 0.1625 0.29 0.1 0.27 0.095 0.205 0.14 0.65 0.1 0.43 0.105 0.31444
36_yxqc_3,q ve SP u l e f u sh i j i ao i ang AP SP,0.11 0.045 0.165 0.2075 0.0325 0.1 0.17 0.1 0.15 0.12 0.41 0.01 0.03 0.01 0.085 0.32163 0.397755
36_hsgddj_33,er spn d uo t ai spn t ai q ing SP,0.33 0.2775 0.1025 0.36 0.18 0.23 0.395 0.165 0.25 0.28 0.39 0.68556
36_qmnlg_17,j v j ve u ei SP zh i d e f eng k u ang SP,0.16 0.1475 0.0925 0.1975 0.0125 0.375 0.065 0.18 0.375 0.095 0.05 0.3 0.3475 0.2025 0.01 0.465 0.36156
36_yycy_28,j ie x SP i ang ch u c i l uo ie d e q i ou f en AP,0.11 0.08 0.015 0.125 0.01 0.0775 0.1525 0.2275 0.1825 0.28 0.03 0.38 0.25 0.17 0.23 0.17 0.01 0.09 0.19 0.11 0.24475
36_sjmhynhhxk_16,r ang ing h ua t ou t ou SP u en n i e t ou,0.14 0.3275 0.1325 0.1475 0.0825 0.16 0.21 0.23 0.3 0.43 0.02 0.27 0.04 0.17 0.27 0.24 0.313
36_yxqc_33,m o SP r an b a uo zh ao l i ang AP SP,0.15 0.305 0.095 0.08 0.14 0.11 0.21 0.1 0.17 0.23 0.06 0.01 0.215 0.37737 0.484263
36_ybkjdn_9,SP zh e sh i sh ang i ou i g e u en n uan d e r en AP,0.27449 0.11 0.205 0.3525 0.04 0.2225 0.63 0.01 0.01 0.24 0.16 0.31 0.01 0.02 0.17 0.24 0.06 0.09 0.12 0.38 0.35844
36_yd_6,l ei d ao u l i SP z ong h u ei AP x i ang u en n i AP SP,0.22 0.25 0.13 0.27 0.39 0.08 0.17 0.05 0.13 0.15 0.26 0.01 0.425 0.485 1.25 0.01 0.01 0.02 0.28 0.13 0.22 0.2845 0.259161
36_wyy_29,SP ch ao n i k u ang b en q v SP,0.263175 0.2 0.3175 0.0425 0.25 0.15 0.02 0.24 0.05 0.2475 0.2325 0.46 0.29781
36_sjmhynhhxk_21,c i SP k e i AP h ao ve d ang k ong ai d e r en sh ou SP spn eng x ing g u ang AP,0.19 0.01 0.09 0.16 0.04 0.325 0.295 0.12 0.19 0.09 0.1 0.14 0.09 0.17 0.19 0.05 0.12 0.09 0.08 0.15 0.095 0.115 0.16 0.02 0.23 0.23 0.09 0.02 0.145 0.31494
36_knf_26,SP k e n eng uo SP spn i an i ao i t i ao l u SP z ou d ao h ei b a AP,0.142358 0.18 0.07 0.13 0.2275 0.1325 0.14 0.05 0.02 0.42 0.01 0.01 0.35 0.17 0.01 0.21 0.06 0.09 0.25 0.11 0.16 0.08 0.1 0.19 0.12 0.13 0.18 0.41706
36_qmnlg_8,SP uo SP t ing g uo h u ang u SP b i an ch eng r e n ao SP,0.12 0.045 0.085 0.13 0.18 0.04 0.1175 0.4125 0.02 0.01 0.34 0.07 0.09 0.03 0.12 0.18 0.25 0.12 0.37 0.04 0.67 0.676671
36_knf_11,SP k e n eng uo h ai m ei SP v j i an SP n a g e t a b a SP,0.263311 0.22 0.05 0.16 0.2375 0.1 0.1825 0.13 0.13 0.145 0.135 0.27 0.22 0.04 0.56 0.76 0.12 0.1925 0.0775 0.01 0.27 0.15 0.08 0.51 0.711401
36_ydt_22,SP i ong sh i j i an SP AP q v s i n i an SP,0.21 0.01 0.1475 0.38 0.0575 0.165 0.03 0.575 0.265 0.375 0.155 0.21 0.24 0.26 0.16 0.01 0.585 0.69294
36_trhxn_0,z SP u ei spn a SP AP SP k ong q i t u r an an SP j ing SP,0.04 0.15 0.01 0.025 0.045 0.36 0.095 0.115 0.09 0.15 0.2225 0.1975 0.11 0.26 0.32 0.11 0.06 0.23 0.67 0.31 0.64 0.31794
36_ydt_23,SP ai q ing i ou d i an t i an SP AP,0.283061 0.425 0.225 0.2875 0.0225 0.37 0.17 0.02 0.32 0.27 0.02 0.9 0.22 0.53487
36_mtnh_46,SP i ong g an sh i sh en m SP,0.27 0.01 0.4675 0.0725 0.14 0.22 0.11 0.25 0.12 1.195 0.14038
36_nn_21,h u ei i l i SP AP m an z u SP d e x AP SP spn l v SP AP SP,0.15 0.02 0.1075 0.4 0.0625 0.34 0.105 0.3225 0.0725 0.15 0.17 0.405 0.115 0.07 0.05 0.01 0.165 0.055 0.25 0.05 0.645 0.145 0.46 0.04538
36_la_8,b u z ai zh ong i ao SP AP SP,0.09 0.285 0.145 0.1775 0.1825 0.35 0.01 0.885 0.17 0.14312 0.391406
36_mtnh_19,z ai l ou t i d e j i ao SP l uo zh ao AP SP i ong q i SP,0.16 0.2175 0.0425 0.12 0.2 0.15 0.09 0.15 0.21 0.01 0.625 0.195 0.08 0.16 0.18 0.455 0.165 0.42 0.01 0.02 0.3 0.36 0.32406
36_nbzdds_13,f ang r en SP n i AP k u q i AP SP,0.16 0.355 0.115 0.54 0.07 0.09 0.13 0.37 0.16 0.54 0.19 0.13 0.44725 0.374082
36_yd_29,SP uo h u ei h ao h ao d e SP ai SP n i SP,0.12 0.0975 0.11 0.0125 0.0375 0.1325 0.2375 0.1625 0.29 0.04 0.215 0.125 0.295 0.045 0.2 0.45 0.824283
36_yycy_29,SP j i an x ing j i an spn q v AP d e SP uo m en SP,0.239478 0.13 0.08 0.02 0.14 0.09 0.15 0.04 0.62 0.33 0.22 0.195 0.455 0.1 0.235 0.195 0.11 0.25 1.445 0.699621
36_nbzdds_16,s u ei l uo m an d e AP,0.23 0.01 0.6075 0.0625 0.13 0.26 0.59 0.07 0.335 0.46819
36_qmnlg_21,SP b i an ch eng u s uo u ei SP d e m u i ang SP,0.41356 0.1 0.03 0.12 0.18 0.1875 0.0625 0.24 0.44 0.01 0.255 0.285 0.13 0.06 0.26 0.48 0.02 0.405 0.829668
36_mtnh_35,SP q ve t i x ing uo SP,0.461293 0.15 0.1075 0.1425 0.15 0.23 0.51 2.38 0.67219
36_ydt_3,x i ang SP x ia SP t i an d e SP k e l e SP,0.4475 0.0125 0.04 0.04 0.2 0.105 0.075 0.15 0.02 0.43 0.04 0.095 0.095 0.13 0.2725 0.0775 0.065 0.470541
36_qmnlg_2,k an g uo h u ang h u en zh u ei zh u l i m ing SP,0.22 0.14 0.11 0.1175 0.1425 0.01 0.2175 0.1825 0.02 0.23 0.17 0.06 0.02 0.19 0.21 0.07 0.34 0.18 0.19 0.7854
36_qmnlg_7,SP b u zh i d ao n i SP,0.285692 0.19 0.37 0.21 0.2175 0.0925 0.33 0.22 1.24931 0.323855
36_yd_18,SP i l u c ong n i n ing z ou SP d ao SP l e SP AP m ei j ing SP,0.431633 0.2 0.17 0.2075 0.1525 0.21 0.1 0.28 0.1 0.2 0.15 0.645 0.085 0.09 0.64 0.08 0.05 0.38 0.1 0.455 0.145 0.2425 0.1875 0.355 0.32719
36_qssymm_11,SP q ing z ai h u ei ch ang d ang q i zh ong SP AP SP,0.33127 0.13 0.18 0.13 0.1975 0.0725 0.01 0.0675 0.1325 0.24 0.08 0.16 0.2 0.0575 0.1425 0.985 0.13 0.59125 0.423039
36_trhxn_28,z u ei SP spn a t u SP r an SP AP t ing d ao n i d e x i ao x SP,0.08 0.01 0.185 0.135 0.2975 0.0125 0.27 0.1 0.11 0.11 0.665 0.125 0.65 0.11 0.13 0.05 0.28 0.18 0.24 0.16 0.15 0.28 0.01 0.155 1.155 0.34075
36_mtnh_6,SP zh i sh i n a g e AP SP ie SP uan AP SP,0.05 0.21 0.02 0.3575 0.07 0.0725 0.27 0.12 0.64 0.215 0.055 0.2 0.15 0.17 0.32575 0.111293
36_nn_13,n i z i j i q ve b u zh i d ao AP,0.15 0.1175 0.1225 0.1675 0.1225 0.1575 0.1525 0.12 0.14 0.15 0.15 0.19 0.11 0.58 0.44931
36_knf_29,n a SP g e SP t a b SP,0.09 0.185 0.055 0.01 0.01 0.1 0.17 0.15 0.945 0.58381
36_hsgddj_18,SP er n i q ve u ei x i ao b ai sh ou SP,0.191111 0.22 0.14 0.1 0.21 0.2175 0.0125 0.105 0.175 0.01 0.13 0.13 0.23 0.25 0.305 0.505
36_la_4,n a sh AP i h ou uo m en d ou t ai n i an sh ao SP AP,0.11 0.11 0.01 0.1375 0.0325 0.15 0.1775 0.0925 0.12 0.16 0.04 0.1075 0.1525 0.35 0.08 0.01 0.16 0.24 0.675 0.09 0.33869
36_mtnh_32,SP i ou x i ao zh e b en SP spn ao SP AP SP,0.386054 0.01 0.02 0.21 0.01 0.2175 0.1025 0.13 0.15 0.235 0.055 0.08 0.645 0.115 0.445 0.07894
36_ydt_14,SP AP SP i ong z u ei l ang m an d e f u g e AP,0.21619 0.135 0.145 0.01 0.03 0.2675 0.0125 0.02 0.12 0.11 0.18 0.23 0.05 0.04 0.23 0.18 0.12 0.165 0.36994
36_nn_16,SP ai i g e r en x i u ang t a SP g uo g eng h ao SP AP SP,0.29449 0.6475 0.1925 0.22 0.21 0.04 0.39 0.2 0.23 0.01 0.215 0.115 0.315 0.135 0.09 0.17 0.13 0.16 0.19 0.315 0.105 0.54081 0.352721
36_adgy_17,r en sh i j i an i ou t ai d uo d e f an n ao i ao u ang SP,0.11 0.03 0.23 0.3275 0.1225 0.03 0.01 0.01 0.79 0.19 0.38 0.13 0.43 0.02 0.1 0.2 0.22 0.23 0.23 0.02 1.79 0.01 0.215 0.28187
36_qssymm_19,d uo SP sh ao l ou SP t ai i an v SP zh ong SP,0.12 0.01 0.06 0.21 0.16 0.07 0.43 0.05 0.16 0.66 0.01 0.02 0.11 0.04 0.14 0.01 0.50319
36_la_15,SP uo zh i n eng SP spn ang g uan AP,0.05 0.3075 0.1625 0.1475 0.0925 0.26 0.13 0.04 0.29 0.09 0.57 0.36888
36_yycy_4,SP r uo SP i q ie SP d ou i spn i an ch eng v SP,0.384331 0.11 0.34 0.41 0.5 0.28 0.46 0.66 0.07 0.34 0.91 0.03 0.01 0.04 0.26 0.31 0.435 0.562867
36_yd_15,SP uo h u ei h ao h ao d e AP ai n i SP,0.16 0.1175 0.0825 0.01 0.0675 0.1325 0.2475 0.1525 0.2625 0.0575 0.24 0.11 0.34 0.18 0.45 0.36219
36_trhxn_20,SP i h an zh ong l ao q v AP SP,0.13 0.14 0.24 0.2275 0.1925 0.19 0.21 0.18 0.28 0.305 0.41281 0.175918
36_ydt_50,i ong SP x in k e h ua z u ei x ing f u d e f eng g e SP,0.01 0.01 0.08 0.09 0.0875 0.0825 0.1675 0.1125 0.1875 0.1125 0.01 0.05 0.2 0.1 0.2 0.2 0.04 0.11 0.2 0.21 0.07 1.01 0.21269
36_wyy_22,SP n a ai v uo h u ei ing SP AP,0.159841 0.04 0.9175 0.1225 0.01 0.54 0.34 0.01 0.14 0.89 0.125 0.54019
36_yycy_9,SP uo d uo x i ang z ai j i an n i SP,0.885578 0.07 0.16 0.2575 0.3325 0.01 0.14 0.14 0.22 0.15 0.04 0.18 0.05 0.155 0.428679
36_hsgddj_12,SP uo z ai j in x in j in l i d e d uo q ing AP SP,0.272585 0.1475 0.1225 0.0975 0.1625 0.1175 0.1525 0.1 0.14 0.16 0.12 0.17 0.06 0.18 0.11 0.3475 0.2025 0.395 0.38225 0.452948
36_mtnh_45,q ve t i x ing uo SP,0.13 0.1375 0.1625 0.16 0.25 0.52 1.595 0.812189
36_trhxn_3,z u ei SP spn a SP t u r an SP t ing d ao n i d e AP x i ao x i SP,0.13 0.01 0.215 0.165 0.03 0.19 0.06 0.17 0.21 0.25 0.65 0.73 0.13 0.15 0.04 0.29 0.18 0.26 0.11 0.01 0.19 0.26 0.01 0.1525 0.2975 0.57 0.36825
36_yd_13,n i uo SP ve d ing AP SP i zh eng ch ao h en SP k spn i ao h an SP t ing SP,0.15 0.3675 0.2625 0.12 0.275 0.135 0.305 0.37 0.055 0.21 0.15 0.22 0.15 0.25 0.12 0.28 0.04 0.01 0.73 0.01 0.01 0.24 0.355 0.065 0.15 0.32 0.36213
36_syst_26,SP k an spn d an f eng AP q AP SP,0.283583 0.18 0.4075 0.0325 0.07 0.13 0.21 0.255 0.1925 0.7375 0.24637 0.26449
36_ykndyw_10,r ang in ve SP d ai t i h ua v sh eng SP,0.1 0.2575 0.29 0.2175 0.095 0.07 0.23 0.14 0.06 0.21 0.25 0.04 0.18 0.105 0.286
36_ybkjdn_30,er sh i SP d ao SP r u j in SP,0.25 0.27 0.24 0.09 0.06 0.36 0.46 0.09 0.24 0.29 0.52 0.63625
36_la_63,SP uo m en j i ou h ao SP j v h ao s SP,0.455215 0.2875 0.1025 0.29 0.16 0.03 0.2 0.2 0.215 0.045 0.17 0.29 0.18 0.47 1.14 0.22281
36_adgy_9,m o m o q i q i ou sh ang c ang SP zh i in uo SP f ang x i ang SP,0.1 0.1475 0.0525 0.1 0.18 0.08 0.14 0.02 0.0675 0.1725 0.33 0.18 0.68 0.6 0.2 0.21 0.26 0.825 0.495 0.18 0.27 0.35 0.01 0.885 0.33812
36_qssymm_0,q ing sh en sh en v m eng m eng SP,0.24 0.07 0.18 0.11 0.17 0.1575 0.1425 0.16 0.42 0.08 0.135 0.36412
36_nn_4,n i sh uo d e SP uo d ou h u ei x i ang x in SP,0.14 0.03 0.21 0.1975 0.0725 0.245 0.365 0.21 0.07 0.15 0.14 0.01 0.1475 0.2025 0.01 0.07 0.18 0.17 0.23606
36_ykndyw_26,SP d ang b ie r en k ai sh i d uo v d e sh i h ou SP,0.463175 0.12 0.22 0.12 0.27 0.06 0.2325 0.1075 0.12 0.21 0.25 0.08 0.27 0.26 0.12 0.085 0.375 0.305 0.325 0.35 0.614163
36_sjmhynhhxk_7,SP l ie f eng zh ong l i ou c SP u en u en r ou SP,0.461723 0.07 0.07 0.18 0.1 0.12 0.17 0.08 0.02 0.34 1.265 0.435 0.01 0.14 0.01 0.02 0.29 0.9 0.60981
36_adgy_6,q ing c i v uo u x i an SP ai v AP b ei ai d e l i l i ang SP AP,0.14 0.08 0.6575 0.2625 0.01 0.77 0.2975 0.2325 0.01 0.63 0.07 0.73 0.14 0.3225 0.0875 0.38 0.27 0.09 0.52 0.18 0.41 0.13 0.01 0.705 0.105 0.56194
36_ydt_44,n i ie q ing q ing d e f u h e AP,0.08 0.2675 0.0625 0.19 0.1 0.17 0.24 0.05 0.08 0.21 0.14 0.18 0.38 0.33456
36_qssymm_34,SP spn SP an l ai spn SP an q v SP spn an SP b u j in SP,0.223129 0.03 0.05 0.2575 0.0425 0.1275 0.0325 0.1 0.44 0.14 0.125 0.135 0.04 0.205 0.055 0.09 0.15 0.14 0.162 0.435941
36_ybkjdn_2,b u sh i n an r en zh e l i SP d ong t i an t ai zh ang,0.15 0.03 0.2 0.0975 0.0625 0.13 0.11 0.13 0.12 0.33 0.08 0.21 0.42 0.21 0.12 0.1 0.02 0.11 0.13 0.23 0.18 0.28981
36_mtnh_27,SP uo SP zh i n eng b en SP spn ao SP AP SP,0.11 0.125 0.065 0.12 0.2875 0.0525 0.17 0.11 0.225 0.075 0.11 0.59 0.105 0.40925 0.393787
36_la_37,SP f an d ao sh i n i d e SP spn ei b an,0.277732 0.12 0.3875 0.0525 0.22 0.21 0.18 0.06 0.12 0.06 0.08 0.15 0.11 0.02 0.06 0.32912
36_hsgddj_25,x in sh ang ie k ong z u ei l i ao k uo d e b u x i ou SP,0.23 0.13 0.14 0.03 0.4075 0.0925 0.13 0.08 0.01 0.07 0.03 0.01 0.27 0.16 0.21 0.14 0.265 0.175 0.08 0.24 0.02 0.26 0.34944
36_yxqc_37,sh i zh e m u i ang SP AP,0.28 0.1675 0.0825 0.14 0.12 0.1775 0.0225 1.515 0.32 0.54194
36_yd_23,SP ie d a ing i ong spn d ou b u r ang d u ei f ang d an x in SP AP SP,0.578707 0.1775 0.0925 0.2075 0.22 0.0225 0.64 0.07 0.04 0.2275 0.1425 0.29 0.09 0.2475 0.1425 0.01 0.19 0.16 0.3 0.05 0.17 0.24 1.215 0.18 0.41425 0.128345
36_ydt_33,SP i ong z u ei l ang m an d e f u g e AP,0.15 0.01 0.05 0.2475 0.0125 0.02 0.13 0.11 0.16 0.25 0.04 0.05 0.23 0.19 0.12 0.16 0.392
36_nn_3,SP d ou k e SP i sh i zh en d e SP AP SP,0.32288 0.15 0.06 0.19 0.11 0.14 0.08 0.3 0.04 0.14 0.24 0.06 0.24 0.105 0.16519 0.106553
36_yd_24,SP i ao z uo SP k spn l e d e z i SP j i AP SP,0.11 0.01 0.0975 0.0825 0.1 0.08 0.05 0.05 0.01 0.615 0.055 0.205 0.175 0.185 0.045 0.2 0.66 0.16 0.305831
36_syst_15,b ie g spn uo t an x in AP zh i sh i b u spn x ing AP,0.21 0.025 0.095 0.1875 0.1025 0.22 0.18 0.3 0.335 0.295 0.09 0.04 0.25 0.09 0.09 0.48 0.05 0.28 0.2 0.35775
36_hsgddj_22,SP spn ei uo ai t i an ai d e d e s i ch u AP spn i ao l i ou AP SP,0.17 0.03 0.01 0.0875 0.5825 0.14 0.02 0.17 0.32 0.11 0.25 0.02 0.12 0.31 0.0875 0.1825 0.185 0.1875 0.0375 0.01 0.18 0.1 0.01 0.245 0.35919 0.38034
36_trhxn_10,t u r an h ao x i ang n i SP AP t u r an f eng l i d e h u ei i AP SP,0.23 0.2975 0.1125 0.2075 0.1825 0.6075 0.8725 0.01 0.04 0.16 0.2 0.09 0.4675 0.1525 0.37 0.09 0.1975 0.2225 0.35 0.04 0.2 0.05 0.18 0.23 0.02 0.65 0.195 0.42494 0.495873
36_nn_2,x i ao h uo ch e SP AP b ai d ong d e x spn l v SP AP,0.17 0.01 0.1575 0.1625 0.05 0.27 0.275 0.085 0.3425 0.0875 0.15 0.14 0.53 0.06 0.07 0.3 0.19 0.06 0.675 0.105 0.49863
36_yxqc_21,SP x i ao v l ei d ou f en x i ang g uan q ing j ie d uo d ie d ang AP,0.452653 0.3975 0.0125 0.01 0.16 0.1 0.11 0.15 0.38 0.12 0.13 0.15 0.01 0.19 0.06 0.13 0.15 0.17 0.08 0.17 0.11 0.09 0.16 0.31 0.16 0.19 0.47962
36_ydt_38,ai i ao j ing x in l ai SP d i ao k e AP,0.4975 0.0125 0.02 0.14 0.11 0.2 0.09 0.13 0.155 0.075 0.07 0.01 0.1925 0.1075 0.165 0.34706
36_ykndyw_15,r ang AP SP d ai t i s uo i ou SP,0.11 0.58 0.175 0.145 0.07 0.27 0.04 0.08 0.25 0.41 0.01 0.14 0.27425
36_adgy_5,zh i q i SP spn an n i t ing zh u l i ou zh uan d e m u g u ang SP,0.15 0.06 0.24 0.315 0.105 0.03 0.17 0.13 0.49 0.21 0.34 0.19 0.46 0.06 0.02 0.12 0.15 0.41 0.05 0.12 0.12 0.79 0.96 0.01 0.27 0.09044
36_yycy_2,n a f eng sh ou x ie x in l i ou z ai h ang l i x i ang SP d i SP,0.09 0.2575 0.2025 0.1275 0.2525 0.18 0.3 0.5175 0.2325 0.06 0.4 0.01 0.02 0.19 0.1125 0.2775 0.38 0.04 0.135 0.255 0.01 0.275 0.055 0.1 0.11 0.82105
36_adgy_7,SP r ang uo n eng an x in z ai SP spn u t i x ia SP AP j ing j ing d e g uan x i ang SP AP AP SP,0.371519 0.1 0.2075 0.19 0.1025 0.02 0.6 0.2 0.5175 0.1225 0.29 0.17 0.04 0.4275 0.0825 0.1375 0.1825 0.41 0.115 0.195 0.15 0.34 0.15 0.19 0.06 0.56 0.2 0.2925 0.2275 0.01 1.405 0.44 0.1225 0.2625 0.09463
36_ykndyw_38,r ang i ong g an d ai t i s uo i ou j i ou SP,0.09 0.3475 0.0125 0.1875 0.0725 0.2775 0.0625 0.26 0.07 0.09 0.23 0.23 0.01 0.11 0.21 0.01 0.1 0.557311
36_trhxn_6,sh i SP d ao r u j in SP zh ong v r ang z i j i sh u v SP AP SP uo z i j i SP,0.26 0.28 0.05 0.07 0.3 0.16 0.15 0.27 0.295 0.395 0.16 0.45 0.05 0.17 0.445 0.155 0.2 0.22 0.21 0.23 0.24 0.35 0.11 0.525 0.045 0.15 0.18 0.31 0.2 0.25 0.08606
36_nbzdds_29,SP d ang n i zh u ei l uo zh i j i AP,0.162925 0.17 0.13 0.2 0.12 0.2 0.01 0.61 0.05 0.22 0.18 0.31 0.32 0.42 0.47337
36_yycy_22,SP uo SP d uo x i ang z ai j i an n i AP,0.11 0.04 0.1 0.06 0.2025 0.355 0.0125 0.0875 0.1225 0.22 0.16 0.03 0.13 0.11 0.18 0.26269
36_hsgddj_15,er g e sh eng q ve SP u en r ou SP,0.2775 0.0725 0.1175 0.1725 0.145 0.125 0.195 0.105 0.02 0.13 0.24 0.185 0.747606
36_wyy_42,SP zh i i ao SP n i zh en x in AP SP,0.1 0.16 0.01 0.01 0.23 0.44 0.04 0.2175 0.1325 0.855 0.225 0.18 0.41863 0.176735
36_hsgddj_32,d SP u ei t i an sh ang d e t a d ong g uo q ing SP AP,0.01 0.12 0.01 0.1 0.15 0.02 0.105 0.145 0.175 0.085 0.36 0.2 0.11 0.14 0.3875 0.1025 0.27 0.29 0.33 0.27 0.49775
36_ydt_20,uo SP sh i m i k ai l ang j i l uo AP,0.01 0.12 0.3275 0.11 0.0625 0.08 0.22 0.2 0.09 0.13 0.16 0.18 0.1 0.35 0.34456
